"Pos","Pos.","Artist.and.Title","Spins","Spins.","Bullet","Bullet.","Aud","Aud.","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","ADELE Rolling In The Deep",13850,33,684,-203,93.742,0.107,22,1,13850,2273,93.742
2,"=","BLACK EYED PEAS Just Can't Get Enough",13054,-104,-231,-81,81.752,0.063,22,2,13366,715,84.474
3,"=","KATY PERRY E.T.",13039,-52,-427,-30,89.387,-0.303,22,1,14624,0,96.745
4,"=","BRITNEY SPEARS Till The World Ends",11453,-84,-370,-66,73.033,-0.476,22,3,11896,966,75.819
5,"=","BRUNO MARS Lazy Song",10480,81,357,-49,59.911,-0.214,22,5,10480,1054,60.439
6,"=","JENNIFER LOPEZ F/PITBULL On The Floor",10024,-19,-121,-42,61.918,-0.8,22,5,10169,668,65.118
7,"=","PITBULL Give Me Everything f/Ne-Yo",8926,204,1164,8,64.571,1.767,22,7,8926,1811,64.571
8,"=","TINIE TEMPAH Written In The Stars",8112,-103,-465,-50,43.712,-0.276,22,7,8819,756,54.175
9,"=","KE$HA Blow",6172,-84,-1095,102,37.958,-0.815,22,4,10135,0,56.264
10,"+1","LUPE FIASCO The Show Goes On",6109,131,413,54,37.717,0.732,22,10,6109,1005,37.717
11,"-1","RIHANNA S&M",5887,-104,-928,51,38.795,-0.603,22,5,10081,0,64.524
12,"=","THE SCRIPT For The First Time",5781,-115,-405,-103,30.698,-0.434,22,11,6229,433,33.625
13,"=","JESSIE J Price Tag f/B.O.B",5703,-52,-239,-91,28.276,-0.079,22,12,5959,582,30.453
14,"=","LADY GAGA The Edge Of Glory",5622,141,1036,-65,33.591,0.915,22,14,5622,2193,33.591
15,"=","JEREMIH Down On Me f/50 Cent",5083,-147,-999,-11,28.229,-0.538,22,10,8052,153,44.2
16,"=","WIZ KHALIFA Roll Up",4400,13,436,-82,24.542,0.069,22,16,4400,725,24.542
17,"=","SELENA GOMEZ & THE SCENE Who Says",4175,20,163,-43,24.362,0.028,22,17,4175,707,24.362
18,"+2","JASON DERULO Don't Wanna Go Home",4102,185,1030,8,22.676,0.903,20,18,4102,1463,22.676
19,"-1","NEW BOYZ Back Seat f/Cataracs & Dev",4042,-54,-46,-103,21.105,-0.237,22,17,4096,331,21.342
20,"+1","LMFAO Party Rock Anthem",4027,130,814,56,28.942,0.937,22,20,4027,814,28.942
21,"-2","HOT CHELLE RAE Tonight Tonight",4011,82,369,40,19.911,0.568,22,19,4011,643,19.911
22,"=","ONEREPUBLIC Good Life",3848,68,476,37,20.141,0.407,22,21,3848,580,20.141
23,"=","MARTIN SOLVEIG & DRAGONETTE Hello",3573,29,337,-3,21.851,-0.081,22,23,3573,605,21.932
24,"=","TAYLOR SWIFT The Story Of Us",2732,8,106,-25,13.783,-0.025,22,24,2732,587,13.808
