"Pos","Pos+","Artist and Title","Spins","Spins+","Bullet","Bullet+","Aud","Aud+","Days","PkPos","PkSpins","PkBllt","PkAud"
1,"=","PITBULL Give Me Everything f/Ne-Yo",6233,27,209,-44,37.457,0.129,36,1,6233,925,37.457
2,"=","WIZ KHALIFA Roll Up",4768,-101,-408,-24,26.381,-0.903,36,2,5325,315,32.656
3,"=","LUPE FIASCO The Show Goes On",4432,-98,-665,13,25.507,-0.533,36,1,5598,489,32.494
4,"+1","NICKI MINAJ Super Bass",4241,79,620,-49,22.191,0.51,36,4,4241,720,22.191
5,"+2","BIG SEAN My Last f/Chris Brown",4148,34,273,-1,25.57,0.378,36,5,4148,381,25.57
6,"+2","KELLY ROWLAND Motivation f/Lil Wayne",4143,40,414,-37,23.363,0.133,36,6,4143,628,23.363
7,"-3","KATY PERRY E.T.",4134,-82,-515,-5,25.253,-0.391,36,2,5377,248,30.339
8,"-2","BLACK EYED PEAS Just Can't Get Enough",4075,-52,-108,-42,22.551,-0.067,36,5,4213,554,22.792
9,"=","CHRIS BROWN Look At Me Now",4026,-38,-517,47,29.247,-0.102,36,1,6273,56,40.795
10,"=","CHRIS BROWN She Ain't You",3886,34,317,-3,21.189,0.449,36,9,3886,422,21.189
11,"=","MIGUEL Sure Thing",3194,37,312,7,17.185,0.144,36,11,3194,446,17.185
12,"=","JEREMIH Down On Me f/50 Cent",2937,-54,-406,1,21.183,-0.46,36,4,5155,0,34.731
13,"=","DJ KHALED I'm On One f/Drake, Rick Ross",2916,73,781,-40,18.486,0.457,28,13,2916,821,18.486
14,"=","LMFAO Party Rock Anthem",2819,131,589,67,18.221,0.848,36,14,2819,589,18.221
15,"+1","LIL WAYNE How To Love",2522,132,960,-24,14.914,0.848,16,15,2522,984,14.914
16,"-1","KANYE WEST All Of The Lights",2401,-39,-102,-22,19.639,-0.533,36,6,4194,0,27.01
17,"=","YC Racks f/Future",2144,-71,-584,-14,11.808,-0.336,36,10,3036,347,15.983
